time,V_C,I_L,V_IN,V_C
0.0023669999999999997,0.2659162997002676,1.27810877463511,0.473462305379089,0.2659162997002676
0.002368,0.3859749855114419,1.240006970299018,0.5221672048794819,0.3859749855114419
0.002369,0.5003972064732675,1.1553118306597279,0.5729799948252106,0.5003972064732675
0.0023699999999999997,0.6051543100387132,1.0419134125744312,0.6950659608443626,0.6051543100387132
0.002371,0.7008267467334629,0.9793257972317616,0.8703772682652611,0.7008267467334629
0.002372,0.7915689824464424,0.9200100312212486,1.0413137962889152,0.7915689824464424
0.002373,0.8779572071131228,0.9000725719691917,1.1988455050392468,0.8779572071131228
0.002374,0.9685278301971301,0.9981762206147359,1.3522353277644084,0.9685278301971301
0.002375,1.0652838643336773,1.0311736732978516,1.5104154819911981,1.0652838643336773
0.002376,1.166688226931652,1.0926390915019824,1.6581189556532223,1.166688226931652
0.0023769999999999998,1.2742913277779864,1.1642668415896364,1.7904639758221983,1.2742913277779864
0.002378,1.3886368978567116,1.2290670021282892,1.8284787303305539,1.3886368978567116
0.002379,1.506657017586618,1.234942742898709,1.8027170778182922,1.506657017586618
0.0023799999999999997,1.62043433980111,1.137783698686538,1.7263016457111617,1.62043433980111
0.002381,1.720733771266532,0.9515092306806491,1.5898275745606196,1.720733771266532
0.002382,1.7972621007884642,0.6369195668848059,1.4342322696414749,1.7972621007884642
0.0023829999999999997,1.840283162161872,0.25833329159114155,1.2645484401399527,1.840283162161872
0.002384,1.84353585461706,-0.1887173838196292,1.0720663424258128,1.84353585461706
0.002385,1.8010835342047888,-0.7186339743476392,0.8688322154445061,1.8010835342047888
0.002386,1.7068248792841305,-1.2479803025168983,0.6961008494802149,1.7068248792841305
0.002387,1.5586335687106596,-2.132192740446145,0.5289528831258805,1.5586335687106596
0.002388,1.21535479123431,-4.578080734746574,0.38976402929641873,1.21535479123431
0.002389,0.7582212182642397,-4.637007225463141,0.2499689176272065,0.7582212182642397
0.0023899999999999998,0.36499389606737415,-3.4748443263035678,0.11916880313754503,0.36499389606737415
0.002391,0.0955710695509247,-2.2165169130272715,-0.04612205149545413,0.0955710695509247
0.002392,-0.08407888377223587,-1.6656363245784618,-0.2442776226603916,-0.08407888377223587
0.0023929999999999997,-0.237156819709927,-1.5458842491238798,-0.40580141114815227,-0.237156819709927
0.002394,-0.3804453191349401,-1.467674767126926,-0.5152444328745996,-0.3804453191349401
0.002395,-0.515476522199289,-1.3554485081087089,-0.5248079069621165,-0.515476522199289
0.0023959999999999997,-0.6364767832435347,-1.1746493722671696,-0.4877187964709536,-0.6364767832435347
0.002397,-0.7370843413114977,-0.9294750086863403,-0.43114200343680026,-0.7370843413114977
0.002398,-0.8117841839983196,-0.6277570065157199,-0.371226945315918,-0.8117841839983196
0.002399,-0.8552762871888138,-0.2839567656470099,-0.32457864315286394,-0.8552762871888138
0.0024,-0.865491616120376,0.07253424250270202,-0.26914009580072773,-0.865491616120376
0.002401,-0.8415043850551721,0.42609172929388905,-0.22290218068395995,-0.8415043850551721
0.002402,-0.785480908124309,0.7475037569118305,-0.17196848228263664,-0.785480908124309
0.0024029999999999998,-0.6998292060941343,1.043109327734357,-0.1310693803258308,-0.6998292060941343
0.002404,-0.5886346925153204,1.2799288784426477,-0.05939161736494671,-0.5886346925153204
0.002405,-0.45788131968866147,1.4573140988490254,0.012134092329254432,-0.45788131968866147
0.0024059999999999997,-0.31269285957204046,1.5829990262071127,0.07045716119965502,-0.31269285957204046
0.002407,-0.15801923444927596,1.6563443398655842,0.12882680920069994,-0.15801923444927596
0.002408,-0.00032376153346580755,1.6343730799187892,0.1513886181614476,-0.00032376153346580755
0.0024089999999999997,0.15056981813139844,1.5218177827623505,0.10921430698494239,0.15056981813139844
0.00241,0.2865538018365867,1.3204021897956681,0.06337647647800068,0.2865538018365867
0.002411,0.3996084732762008,1.0430939332718323,0.04739036615858052,0.3996084732762008
0.002412,0.48388092378825465,0.7210470276449641,0.0256833217857697,0.48388092378825465
0.0024129999999999998,0.5360781331298707,0.3747883083750487,0.036981170206930696,0.5360781331298707
0.002414,0.5562190512410164,0.05315375899311273,0.08381740493290886,0.5562190512410164
0.002415,0.5475093623497438,-0.22782513416670094,0.13177889642855928,0.5475093623497438
0.0024159999999999997,0.5147118159264424,-0.4513880289513712,0.143199097929942,0.5147118159264424
0.002417,0.4628789540367028,-0.6304627982727423,0.2371777340473875,0.4628789540367028
0.002418,0.39804554347786764,-0.7091193444600666,0.3797798300333381,0.39804554347786764
0.0024189999999999997,0.3322093109908729,-0.667503294068085,0.5021844820110075,0.3322093109908729
0.00242,0.274133666473085,-0.5333004965216944,0.565941645434261,0.274133666473085
0.002421,0.23225634206315654,-0.3441242389424663,0.5617202787804845,0.23225634206315654
0.0024219999999999997,0.20846641035061791,-0.15982598953607627,0.4929369220544677,0.20846641035061791
0.002423,0.2005616255102472,-0.01142170132614202,0.41912271155096475,0.2005616255102472
0.002424,0.20437826820186802,0.08223689780456571,0.37687250836981484,0.20437826820186802
0.002425,0.21553408927068943,0.1498842993011343,0.30583966485806274,0.21553408927068943
0.0024259999999999998,0.23116761451410892,0.17056277405042117,0.23600803305907622,0.23116761451410892
0.002427,0.24611198818463212,0.13608082482434825,0.20770302458695755,0.24611198818463212
0.002428,0.25670088951283115,0.08632404665195419,0.22271658037185965,0.25670088951283115
0.0024289999999999997,0.26284389752466514,0.044796416447801024,0.2441395341972563,0.26284389752466514
0.00243,0.2656429210267918,0.013978539774953141,0.2543208004936242,0.2656429210267918
0.002431,0.2657637853186046,-0.010232696992057717,0.3206072749222336,0.2657637853186046
0.0024319999999999997,0.26538044594217974,0.004078661534522095,0.4099637090872693,0.26538044594217974
0.002433,0.26854299177241864,0.06073870026394179,0.510147695080778,0.26854299177241864
0.002434,0.2791286575805902,0.16721172443897417,0.6171479077240529,0.2791286575805902
0.002435,0.3017805009247804,0.3129827422127063,0.6756539615015527,0.3017805009247804
0.002436,0.33851650691228446,0.4521152825263391,0.6687115483468362,0.33851650691228446
0.002437,0.3868285543183634,0.5540020048982583,0.6281526216061124,0.3868285543183634
0.002438,0.4421605477566532,0.5993677689198683,0.6330322208860752,0.4421605477566532
0.0024389999999999998,0.49980560863498985,0.6055208452154958,0.6460796964061346,0.49980560863498985
0.00244,0.5566725853116498,0.5839200198160694,0.6023455633667607,0.5566725853116498
0.002441,0.6090454849829032,0.5012951798398776,0.5148492819145393,0.6090454849829032
0.0024419999999999997,0.6501348655428434,0.3529121948512905,0.42070206862602355,0.6501348655428434
0.002443,0.6739623669887597,0.13718559876250094,0.29827306831072337,0.6739623669887597
0.002444,0.6750378919491654,-0.11455297209324655,0.18203153283568566,0.6750378919491654
0.0024449999999999997,0.6506951709067996,-0.40463946227601394,0.0934448724423357,0.6506951709067996
