time,V_C,I_L,V_IN,V_C
0.0,0.0,0.0,5.469233292175913,0.0
1e-06,0.19959524913265408,0.10597035748116578,-7.549197211070576,0.19959524913265408
2e-06,0.31276485587993685,-0.06003299926321291,-19.1619905602321,0.31276485587993685
3e-06,-0.6177663021793056,-0.4352717854064146,-21.32210037272719,-0.6177663021793056
4e-06,-2.9233301570338903,-0.8142481853333238,-25.262580983351853,-2.9233301570338903
4.9999999999999996e-06,-6.636508325933745,-1.18550701164674,-29.22589172065908,-6.636508325933745
6e-06,-11.66676933632045,-1.5170469327829723,-29.398264484308395,-11.66676933632045
7e-06,-17.708460888873226,-1.7281910697032565,-34.2456399160951,-17.708460888873226
8e-06,-24.448698135923177,-1.8978498509621173,-35.58590172228631,-24.448698135923177
9e-06,-31.572860312032528,-1.9113444108483426,-30.889917944698837,-31.572860312032528
9.999999999999999e-06,-38.349509273834556,-1.72610514673063,-33.57782864558493,-38.349509273834556
1.1e-05,-44.295331813014776,-1.47242952008495,-35.553885894320764,-44.295331813014776
1.2e-05,-49.18559739741165,-1.1532789021552587,-33.56036277253533,-49.18559739741165
1.3e-05,-52.69241542958494,-0.7180093069931981,-28.688032453194236,-52.69241542958494
1.4e-05,-54.3917608269596,-0.20449460053471835,-32.132415145450516,-54.3917608269596
1.4999999999999999e-05,-54.30629248007253,0.23616511565681478,-41.96920452857866,-54.30629248007253
1.6e-05,-53.005430240543866,0.45423851214851335,-46.84691781023352,-53.005430240543866
1.7e-05,-51.12134482382317,0.5397997101363945,-46.93382386871883,-51.12134482382317
1.8e-05,-49.06278471236524,0.5701544745868024,-43.86246696300593,-49.06278471236524
1.8999999999999998e-05,-46.881972899873716,0.6179632877970621,-39.542407845956504,-46.881972899873716
1.9999999999999998e-05,-44.437405989153184,0.6983383784361612,-38.47141852786923,-44.437405989153184
2.1e-05,-41.778618743578946,0.737080085138202,-36.103575251317736,-41.778618743578946
2.2e-05,-38.928427541594765,0.8015494119391648,-32.81570457088963,-38.928427541594765
2.3e-05,-35.859243011678664,0.8481550997108669,-30.519395574789023,-35.859243011678664
2.4e-05,-32.68324739293035,0.8575717339072527,-18.3699295918345,-32.68324739293035
2.4999999999999998e-05,-29.254441278700003,1.0329229006546288,-5.855789848355361,-29.254441278700003
2.6e-05,-24.733651898721213,1.4041230822779383,-1.3496544924662994,-24.733651898721213
2.7e-05,-18.88665796901884,1.7462952057040677,2.650532502020646,-18.88665796901884
2.8e-05,-11.890249467583725,1.9998178086319247,2.270406225099405,-11.890249467583725
2.9e-05,-4.270041849126848,2.105884287335912,6.653271695385249,-4.270041849126848
2.9999999999999997e-05,3.5921415012766955,2.1283561635623722,15.810665006122422,3.5921415012766955
3.1e-05,11.549016025724468,2.1596063742932925,20.709745146918394,11.549016025724468
3.2e-05,19.555725957434014,2.1715351613940217,28.705778861149426,19.555725957434014
3.2999999999999996e-05,27.591732806753583,2.1437277792522047,38.69636044816599,27.591732806753583
3.4e-05,35.54050329404092,2.1347984902590245,53.05025958713402,35.54050329404092
3.5e-05,43.6188694958506,2.234621239189725,73.5540136531648,43.6188694958506
3.6e-05,52.58077529208936,2.591718095999164,87.26955590150322,52.58077529208936
3.7e-05,62.9106698720182,2.999367957311361,90.07407146963024,62.9106698720182
3.7999999999999995e-05,74.56763991243396,3.243113706390358,83.48052979898614,74.56763991243396
3.9e-05,86.46963988142889,3.0999147826371045,71.35319257384299,86.46963988142889
3.9999999999999996e-05,96.96453695802153,2.519355877398954,60.04456152930027,96.96453695802153
4.1e-05,104.66566070198328,1.5681659665273426,52.646996824275966,104.66566070198328
4.2e-05,108.33257513272186,0.4064648935953314,49.26502708786348,108.33257513272186
4.2999999999999995e-05,107.63717603699926,-0.7729556148946486,50.628976612851915,107.63717603699926
4.4e-05,102.79574614347317,-1.8082875091913373,53.87210292530089,102.79574614347317
4.4999999999999996e-05,94.59170699163434,-2.5517630067588017,62.69933536526561,94.59170699163434
4.6e-05,84.35631817718964,-2.91234280875265,72.3623919172148,84.35631817718964
4.7e-05,73.65290333766478,-2.773490872450706,93.3629750982926,73.65290333766478
4.8e-05,64.4685372779818,-2.138775815900353,112.6383109228887,64.4685372779818
4.9e-05,58.34973006667507,-1.0762955933156928,119.33711810982828,58.34973006667507
4.9999999999999996e-05,56.80661384122443,0.23813431762577064,115.83889573148228,56.80661384122443
5.1e-05,59.82762742239873,1.3536522858537494,111.9383597599247,59.82762742239873
5.2e-05,66.52550776327914,2.22536102192819,107.31192338129334,66.52550776327914
5.3e-05,75.99802220220658,2.833248291954681,106.0605879565435,75.99802220220658
5.4e-05,87.17361143845433,3.1476774386365136,106.41435811712235,87.17361143845433
5.4999999999999995e-05,99.0865381018036,3.2525334872325447,103.58079971001993,99.0865381018036
5.6e-05,110.84998028971677,3.0463609804859093,92.61470523776998,110.84998028971677
5.6999999999999996e-05,121.04604688665833,2.4188623800193234,72.81831589013049,121.04604688665833
5.8e-05,128.02508424223709,1.2996314576667605,53.68236274863182,128.02508424223709
5.9e-05,130.08521734792774,-0.21565489124968285,42.835354676695935,130.08521734792774
5.9999999999999995e-05,126.27437740914715,-1.8604281772531461,34.384396325036576,126.27437740914715
6.1e-05,116.29817177430397,-3.5157828634805464,21.25825970567043,116.29817177430397
6.2e-05,100.15103732023567,-5.411927447249907,11.058011175292,100.15103732023567
6.3e-05,65.02379719150653,-12.68897641680094,4.29757931763091,65.02379719150653
6.4e-05,16.47206540769767,-12.05780398650873,-4.855258771749039,16.47206540769767
