time,V_C,I_L,V_IN,V_C
0.0029839999999999997,-1.5599422506906153,-0.5285053514736663,-2.1164452556164948,-1.5599422506906153
0.002985,-1.616711330479372,-0.6537010758512388,-2.079217178509617,-1.616711330479372
0.002986,-1.6824725757816137,-0.7165173426538464,-1.9717514296418712,-1.6824725757816137
0.002987,-1.7496682018496301,-0.6868094672984205,-1.8033316516934264,-1.7496682018496301
0.0029879999999999998,-1.809437043144396,-0.5463833646546894,-1.644529648929867,-1.809437043144396
0.002989,-1.849135044881933,-0.26626226603163416,-1.5175747268117772,-1.849135044881933
0.00299,-1.8591802508395692,0.05241576681389992,-1.386277582466421,-1.8591802508395692
0.0029909999999999997,-1.8369585086927802,0.41125363472111726,-1.2440126913625955,-1.8369585086927802
0.002992,-1.7792111366146575,0.8024383810786362,-1.0709603671075862,-1.7792111366146575
0.002993,-1.6830687755765625,1.207566723479893,-0.9198153095072497,-1.6830687755765625
0.0029939999999999997,-1.548679016791733,1.6097180457126035,-0.7154574010576626,-1.548679016791733
0.002995,-1.3183423560548975,3.33841977826668,-0.46686210901467745,-1.3183423560548975
0.002996,-0.9378611621805406,4.365490670262359,-0.22285963678445758,-0.9378611621805406
0.0029969999999999997,-0.5184644358628948,4.097131995335411,-0.046116638691217994,-0.5184644358628948
0.002998,-0.16934750081651123,3.049590903055742,0.06145533396678225,-0.16934750081651123
0.002999,0.06635550516062934,1.9365743926529575,0.10515418424731382,0.06635550516062934
0.003,0.22682544602390814,1.5426452800994523,0.17111577113913473,0.22682544602390814
0.0030009999999999998,0.36360364066995104,1.3236205170779185,0.25145937875375723,0.36360364066995104
0.003002,0.47923140710008494,1.1058298573157341,0.30764773641314164,0.47923140710008494
0.003003,0.5734324675498916,0.8659488800289213,0.39522609932427744,0.5734324675498916
0.0030039999999999997,0.6449449879581505,0.6414953610211539,0.4933831112762361,0.6449449879581505
0.003005,0.6972696697807825,0.4564636321648245,0.5799711344515717,0.6972696697807825
0.003006,0.7334711469738162,0.30334902922423157,0.6571965329227695,0.7334711469738162
0.0030069999999999997,0.7567053066728046,0.19759217146084906,0.7464716013954392,0.7567053066728046
0.003008,0.77200011708217,0.12360214684806625,0.804185948972116,0.77200011708217
0.003009,0.7813317115266579,0.07467762841396336,0.836396806573769,0.7813317115266579
0.0030099999999999997,0.7867687632009361,0.04176683359081559,0.8806601935630656,0.7867687632009361
0.003011,0.7902555717881052,0.032849345647800864,0.8637602791567515,0.7902555717881052
0.003012,0.7926186793600963,0.015608131375302065,0.8161199552352855,0.7926186793600963
0.003013,0.7921606898619539,-0.02500709169770772,0.7833877785318014,0.7921606898619539
0.0030139999999999998,0.7872897699411964,-0.07698874489963103,0.8153659901323461,0.7872897699411964
0.003015,0.7784245216856478,-0.10682405280892904,0.8674574109980393,0.7784245216856478
0.003016,0.7682611684571464,-0.10005827508865743,0.8982018354369389,0.7682611684571464
0.0030169999999999997,0.7600869862268124,-0.07035994469208513,0.9513965045468419,0.7600869862268124
0.003018,0.7560243777019076,-0.01184295340832279,0.9629277034368705,0.7560243777019076
0.003019,0.7577705515738469,0.047379498689063604,0.942444703062106,0.7577705515738469
0.0030199999999999997,0.7645017642043198,0.09076774032840018,0.8835379758582483,0.7645017642043198
0.003021,0.7737022551439527,0.09370655033699554,0.8441994613126973,0.7737022551439527
0.003022,0.7815618444515848,0.06926951119477967,0.8033074525478087,0.7815618444515848
0.003023,0.7854473292618926,0.0029603913333237732,0.708083674022079,0.7854473292618926
0.0030239999999999998,0.781338069522729,-0.08972118536790108,0.5858835177546975,0.781338069522729
0.003025,0.7662334444740005,-0.22861497579739268,0.47806163504312005,0.7662334444740005
0.003026,0.7362655041971418,-0.3990226975606998,0.4337614397384645,0.7362655041971418
0.0030269999999999997,0.6904861632219209,-0.5556211539770823,0.44426111299798476,0.6904861632219209
0.003028,0.6316173723382944,-0.6754203266571643,0.47243128607894347,0.6316173723382944
0.003029,0.5642925948428241,-0.7275635511279585,0.5301874359562755,0.5642925948428241
0.0030299999999999997,0.49565042990613845,-0.7040805012801131,0.5465499802099861,0.49565042990613845
0.003031,0.43149089046162364,-0.6388621587768492,0.5161404381700941,0.43149089046162364
0.003032,0.37443377915534365,-0.557511125864995,0.46148881465642794,0.37443377915534365
0.0030329999999999997,0.3246670366542848,-0.492995385874955,0.3814625412919841,0.3246670366542848
0.003034,0.28043497419545793,-0.43239196509932326,0.286759558767811,0.28043497419545793
0.003035,0.24104280174899104,-0.4023436914823904,0.19774578499245732,0.24104280174899104
0.003036,0.20266011040921686,-0.4007353444791418,0.14405876464208742,0.20266011040921686
0.0030369999999999998,0.16426443376492628,-0.4021080661195606,0.07649043769578381,0.16426443376492628
0.003038,0.12540295929679135,-0.41964913065395487,0.01932110322998797,0.12540295929679135
0.003039,0.08434722065083416,-0.43800432178182896,0.0011018888446718486,0.08434722065083416
0.0030399999999999997,0.04249522071709507,-0.43813346010635734,0.040306077191191086,0.04249522071709507
0.003041,0.0027038284189005285,-0.38314137471781073,0.11939538742074714,0.0027038284189005285
0.003042,-0.02915843912858985,-0.2837281044501457,0.21917142473834028,-0.02915843912858985
0.0030429999999999997,-0.04934206863863434,-0.13210249893870735,0.32546676596705604,-0.04934206863863434
0.003044,-0.05228213945357057,0.08308222982398746,0.4114522303662739,-0.05228213945357057
0.003045,-0.03306921901509217,0.31501821045761175,0.4691322915299206,-0.03306921901509217
0.0030459999999999997,0.007559979196706181,0.5365247334600804,0.5222110785743161,0.007559979196706181
0.003047,0.0689936126254318,0.7588267678546495,0.6279444049828844,0.0689936126254318
0.003048,0.15158828347954867,0.9665926569411668,0.6920777258792921,0.15158828347954867
0.003049,0.2509873569405256,1.1120680852279328,0.7346705095494117,0.2509873569405256
0.0030499999999999998,0.36291944689190603,1.227523775499757,0.757554450773067,0.36291944689190603
0.003051,0.48277446274720803,1.2780256545624258,0.7903547619422632,0.48277446274720803
0.003052,0.6042768850220464,1.2662859797222663,0.8615019660955513,0.6042768850220464
0.0030529999999999997,0.7227359871232102,1.2139006472653515,0.870206180860718,0.7227359871232102
0.003054,0.8336454897518124,1.0963349523540633,0.7468453387675065,0.8336454897518124
0.003055,0.9268175859822504,0.8408669037154292,0.5666508300592821,0.9268175859822504
0.0030559999999999997,0.9912307774357471,0.5013745743418326,0.3959174659020331,0.9912307774357471
0.003057,1.0193760858097949,0.07175096264512996,0.21891868756522354,1.0193760858097949
0.003058,1.0032111583178631,-0.407775079677371,0.04736511757125354,1.0032111583178631
0.0030589999999999997,0.9408464843298069,-0.9100526580243372,-0.11662067707793848,0.9408464843298069
0.00306,0.8293818076232324,-1.434348678593586,-0.2263320186273136,0.8293818076232324
0.003061,0.6382276648557687,-3.076461792068365,-0.35151801000524363,0.6382276648557687
0.003062,0.2619942111771095,-4.378201102429393,-0.4539069788070388,0.2619942111771095
0.0030629999999999998,-0.14082498414130643,-3.793928563329592,-0.4662643613650255,-0.14082498414130643
0.003064,-0.43181133711180814,-2.277264368532157,-0.45451692977121877,-0.43181133711180814
